Date,Price,Open,High,Low,Vol.,Change %
07-Oct-21,"34,754.15","34,615.71","34,973.53","34,615.71",262.07M,0.98%
06-Oct-21,"34,417.98","34,198.96","34,431.78","33,855.34",309.71M,0.30%
05-Oct-21,"34,315.99","34,035.25","34,490.95","34,035.25",297.56M,0.92%
04-Oct-21,"34,003.58","34,277.70","34,408.53","33,822.68",380.92M,-0.94%
01-Oct-21,"34,327.45","33,930.70","34,490.19","33,785.54",412.09M,1.43%
30-Sep-21,"33,843.33","34,467.98","34,557.37","33,833.32",337.44M,-1.59%
29-Sep-21,"34,390.92","34,360.08","34,579.87","34,309.22",280.49M,0.27%
28-Sep-21,"34,299.53","34,747.70","34,795.26","34,254.65",369.06M,-1.64%
27-Sep-21,"34,870.16","34,809.77","35,060.25","34,809.77",276.79M,0.21%
24-Sep-21,"34,797.60","34,729.47","34,856.92","34,650.68",246.30M,0.09%
23-Sep-21,"34,766.00","34,296.30","34,879.78","34,296.30",273.45M,1.48%
22-Sep-21,"34,258.51","34,006.87","34,439.59","34,006.87",285.49M,0.99%
21-Sep-21,"33,922.54","34,125.88","34,312.14","33,918.58",292.77M,-0.14%
20-Sep-21,"33,970.80","34,154.34","34,226.47","33,614.43",405.24M,-1.78%
17-Sep-21,"34,584.88","34,737.86","34,779.86","34,519.63",577.97M,-0.48%
16-Sep-21,"34,751.32","34,810.27","34,943.55","34,540.11",279.31M,-0.18%
15-Sep-21,"34,814.39","34,580.95","34,880.77","34,522.03",324.98M,0.68%
14-Sep-21,"34,577.57","34,906.90","34,990.36","34,510.30",329.18M,-0.84%
13-Sep-21,"34,869.63","34,665.50","34,939.10","34,665.50",334.19M,0.76%
10-Sep-21,"34,607.72","34,949.59","35,104.25","34,599.61",333.23M,-0.78%
09-Sep-21,"34,879.38","35,013.08","35,199.89","34,847.30",262.38M,-0.43%
08-Sep-21,"35,031.07","35,087.45","35,175.15","34,925.61",261.88M,-0.20%
07-Sep-21,"35,100.00","35,373.24","35,373.24","35,060.90",290.73M,-0.76%
03-Sep-21,"35,369.09","35,401.73","35,422.71","35,269.40",223.39M,-0.21%
02-Sep-21,"35,443.82","35,353.06","35,475.40","35,348.48",265.18M,0.37%
01-Sep-21,"35,312.53","35,387.55","35,407.37","35,287.05",266.57M,-0.14%
31-Aug-21,"35,360.73","35,391.38","35,449.79","35,289.86",337.24M,-0.11%
30-Aug-21,"35,399.84","35,471.80","35,510.71","35,374.46",246.81M,-0.16%
27-Aug-21,"35,455.80","35,231.11","35,479.18","35,231.11",242.14M,0.69%
26-Aug-21,"35,213.12","35,449.68","35,498.45","35,205.10",239.93M,-0.54%
25-Aug-21,"35,405.50","35,388.77","35,501.14","35,287.63",239.71M,0.11%
24-Aug-21,"35,366.26","35,382.72","35,445.47","35,356.18",230.48M,0.09%
23-Aug-21,"35,335.71","35,160.97","35,428.91","35,160.97",250.96M,0.61%
20-Aug-21,"35,120.08","34,917.96","35,177.26","34,867.07",269.55M,0.65%
19-Aug-21,"34,894.12","34,874.67","34,997.81","34,690.25",335.05M,-0.19%
18-Aug-21,"34,960.69","35,310.20","35,356.80","34,943.41",291.06M,-1.08%
17-Aug-21,"35,343.28","35,500.01","35,500.01","35,120.31",310.15M,-0.79%
16-Aug-21,"35,625.40","35,490.83","35,631.19","35,231.87",294.01M,0.31%
13-Aug-21,"35,515.38","35,551.56","35,610.57","35,474.78",238.68M,0.04%
12-Aug-21,"35,499.85","35,481.94","35,510.77","35,352.53",236.16M,0.04%
11-Aug-21,"35,484.97","35,300.89","35,501.16","35,300.89",233.04M,0.62%
10-Aug-21,"35,264.67","35,135.17","35,285.16","35,091.91",255.24M,0.46%
09-Aug-21,"35,101.85","35,229.67","35,229.67","35,041.24",207.85M,-0.30%
06-Aug-21,"35,208.51","35,077.44","35,246.79","35,077.44",231.57M,0.41%
05-Aug-21,"35,064.25","34,815.61","35,067.54","34,815.61",217.39M,0.78%
04-Aug-21,"34,792.67","35,047.44","35,047.44","34,790.62",245.30M,-0.92%
03-Aug-21,"35,116.40","34,864.10","35,120.94","34,714.33",259.82M,0.80%
02-Aug-21,"34,838.16","34,968.56","35,192.11","34,808.20",244.89M,-0.28%
30-Jul-21,"34,935.47","35,013.26","35,106.30","34,871.13",281.14M,-0.42%
29-Jul-21,"35,084.53","34,985.99","35,171.52","34,985.99",223.67M,0.44%
28-Jul-21,"34,930.93","35,109.95","35,116.37","34,876.84",347.17M,-0.36%
27-Jul-21,"35,058.52","35,078.90","35,078.90","34,878.07",335.25M,-0.24%
26-Jul-21,"35,144.31","35,055.86","35,150.37","34,950.19",264.80M,0.24%
23-Jul-21,"35,061.55","34,855.11","35,095.33","34,855.11",315.06M,0.68%
22-Jul-21,"34,823.35","34,799.68","34,879.28","34,673.03",294.65M,0.07%
21-Jul-21,"34,798.00","34,556.96","34,820.24","34,556.96",327.19M,0.83%
20-Jul-21,"34,511.99","33,981.79","34,621.79","33,981.79",388.08M,1.62%
19-Jul-21,"33,962.04","34,528.48","34,528.48","33,741.76",450.16M,-2.09%
16-Jul-21,"34,687.85","35,007.94","35,090.01","34,647.82",328.98M,-0.86%
15-Jul-21,"34,987.02","34,924.81","34,990.41","34,762.87",320.45M,0.15%
14-Jul-21,"34,933.23","34,920.83","35,069.18","34,826.87",348.66M,0.13%
13-Jul-21,"34,888.79","34,959.96","35,018.79","34,876.89",323.68M,-0.31%
12-Jul-21,"34,996.18","34,836.75","35,014.90","34,730.15",302.28M,0.36%
09-Jul-21,"34,870.16","34,457.51","34,893.72","34,457.51",301.75M,1.30%
08-Jul-21,"34,421.93","34,569.01","34,569.01","34,145.59",335.76M,-0.75%
07-Jul-21,"34,681.79","34,604.17","34,708.78","34,435.59",305.38M,0.30%
06-Jul-21,"34,577.37","34,790.16","34,814.20","34,358.42",348.43M,-0.60%
02-Jul-21,"34,786.35","34,642.42","34,821.93","34,613.49",303.06M,0.44%
01-Jul-21,"34,633.53","34,507.32","34,640.28","34,498.85",269.31M,0.38%
30-Jun-21,"34,502.51","34,290.74","34,553.16","34,245.48",298.63M,0.61%
29-Jun-21,"34,292.29","34,338.89","34,469.83","34,266.83",288.65M,0.03%
28-Jun-21,"34,283.27","34,428.10","34,449.65","34,186.13",281.29M,-0.44%
25-Jun-21,"34,433.84","34,328.10","34,501.02","34,314.80",456.03M,0.69%
24-Jun-21,"34,196.82","33,933.91","34,233.02","33,933.91",279.38M,0.95%
23-Jun-21,"33,874.24","33,948.54","34,009.40","33,869.83",257.05M,-0.21%
22-Jun-21,"33,945.58","33,872.56","34,040.70","33,751.06",285.33M,0.20%
21-Jun-21,"33,876.97","33,312.07","33,908.09","33,312.07",324.44M,1.76%
18-Jun-21,"33,290.08","33,622.70","33,622.70","33,271.93",569.38M,-1.58%
17-Jun-21,"33,823.45","34,014.38","34,091.79","33,626.61",355.92M,-0.62%
16-Jun-21,"34,033.67","34,308.48","34,333.25","33,917.11",348.03M,-0.77%
15-Jun-21,"34,299.33","34,397.10","34,420.38","34,199.16",274.13M,-0.27%
14-Jun-21,"34,393.75","34,472.52","34,472.52","34,211.54",302.55M,-0.25%
11-Jun-21,"34,479.60","34,499.81","34,618.09","34,328.65",262.62M,0.04%
10-Jun-21,"34,466.24","34,502.51","34,737.79","34,447.25",310.88M,0.06%
09-Jun-21,"34,447.14","34,626.16","34,654.67","34,439.37",246.54M,-0.44%
08-Jun-21,"34,599.82","34,645.84","34,665.38","34,452.94",296.09M,-0.09%
07-Jun-21,"34,630.24","34,766.20","34,820.91","34,574.51",259.44M,-0.36%
04-Jun-21,"34,756.39","34,618.69","34,772.12","34,618.69",271.56M,0.52%
03-Jun-21,"34,577.04","34,550.31","34,667.41","34,334.41",299.74M,-0.07%
02-Jun-21,"34,600.38","34,614.62","34,706.65","34,545.96",265.16M,0.07%
01-Jun-21,"34,575.31","34,584.19","34,849.32","34,542.87",294.79M,0.13%
28-May-21,"34,529.45","34,558.50","34,631.11","34,520.09",290.85M,0.19%
27-May-21,"34,464.64","34,432.47","34,608.82","34,389.24",520.63M,0.41%
26-May-21,"34,323.05","34,336.34","34,409.59","34,271.44",259.81M,0.03%
25-May-21,"34,312.46","34,428.66","34,511.35","34,266.03",289.95M,-0.24%
24-May-21,"34,393.98","34,253.87","34,472.51","34,253.87",251.81M,0.54%
21-May-21,"34,207.84","34,121.91","34,415.48","34,121.91",308.84M,0.36%
20-May-21,"34,084.15","33,906.30","34,233.40","33,872.41",324.40M,0.55%
19-May-21,"33,896.04","33,945.81","33,945.81","33,473.80",354.00M,-0.48%
18-May-21,"34,060.66","34,351.18","34,408.99","34,044.10",301.78M,-0.78%
17-May-21,"34,327.79","34,375.29","34,383.84","34,176.65",293.36M,-0.16%
14-May-21,"34,382.13","34,050.86","34,454.05","34,050.86",307.38M,1.06%
13-May-21,"34,021.45","33,624.74","34,181.77","33,623.49",352.81M,1.29%
12-May-21,"33,587.66","34,206.40","34,207.87","33,555.22",383.58M,-1.99%
11-May-21,"34,269.16","34,572.74","34,572.74","34,075.31",413.18M,-1.36%
10-May-21,"34,742.82","34,785.27","35,091.56","34,741.57",370.04M,-0.10%
07-May-21,"34,777.76","34,578.27","34,811.39","34,464.31",311.63M,0.66%
06-May-21,"34,548.53","34,245.11","34,561.29","34,185.06",317.12M,0.93%
05-May-21,"34,230.34","34,163.99","34,331.20","34,039.66",255.81M,0.29%
04-May-21,"34,133.03","34,080.20","34,147.78","33,765.68",410.17M,0.06%
03-May-21,"34,113.23","33,904.89","34,221.06","33,904.89",291.34M,0.70%
30-Apr-21,"33,874.85","33,988.75","33,988.75","33,784.96",376.11M,-0.54%
29-Apr-21,"34,060.36","33,855.64","34,087.21","33,744.28",409.60M,0.71%
28-Apr-21,"33,820.38","33,860.46","33,946.60","33,805.56",353.02M,-0.48%
27-Apr-21,"33,984.93","33,932.13","34,043.98","33,870.46",294.95M,0.01%
26-Apr-21,"33,981.57","34,044.23","34,148.94","33,941.37",285.41M,-0.18%
23-Apr-21,"34,043.49","33,804.52","34,157.57","33,713.29",349.67M,0.67%
22-Apr-21,"33,815.90","34,109.88","34,126.57","33,717.19",346.58M,-0.94%
21-Apr-21,"34,137.31","33,808.30","34,160.34","33,773.80",293.51M,0.93%
20-Apr-21,"33,821.30","34,034.18","34,034.18","33,687.01",354.20M,-0.75%
19-Apr-21,"34,077.63","34,182.38","34,182.38","33,980.56",315.62M,-0.36%
16-Apr-21,"34,200.67","34,058.16","34,256.75","34,058.16",348.18M,0.48%
15-Apr-21,"34,035.99","33,788.53","34,068.73","33,788.53",321.83M,0.90%
14-Apr-21,"33,730.89","33,668.95","33,911.25","33,668.95",318.67M,0.16%
13-Apr-21,"33,677.27","33,721.16","33,741.64","33,545.84",330.00M,-0.20%
12-Apr-21,"33,745.40","33,775.06","33,786.19","33,665.54",329.02M,-0.16%
09-Apr-21,"33,800.60","33,526.19","33,810.87","33,526.19",317.82M,0.89%
08-Apr-21,"33,503.57","33,469.89","33,506.80","33,342.64",306.19M,0.17%
07-Apr-21,"33,446.26","33,444.98","33,521.76","33,347.96",279.88M,0.05%
06-Apr-21,"33,430.24","33,500.02","33,544.79","33,380.43",298.31M,-0.29%
05-Apr-21,"33,527.19","33,222.38","33,617.95","33,222.38",345.15M,1.13%
01-Apr-21,"33,153.21","33,054.58","33,167.17","32,985.35",318.34M,0.52%
31-Mar-21,"32,981.55","33,116.04","33,173.77","32,980.57",418.64M,-0.26%
30-Mar-21,"33,066.96","33,127.88","33,170.93","32,988.92",309.57M,-0.31%
29-Mar-21,"33,171.37","33,087.55","33,259.00","32,905.13",351.61M,0.30%
26-Mar-21,"33,072.88","32,681.07","33,098.83","32,681.07",383.45M,1.39%
25-Mar-21,"32,619.48","32,346.81","32,672.69","32,071.41",413.49M,0.62%
24-Mar-21,"32,420.06","32,470.88","32,787.99","32,418.15",405.06M,-0.01%
23-Mar-21,"32,423.15","32,691.50","32,753.77","32,356.28",388.13M,-0.94%
22-Mar-21,"32,731.20","32,601.82","32,810.35","32,512.53",384.32M,0.32%
19-Mar-21,"32,627.97","32,858.36","32,858.36","32,505.07",847.02M,-0.71%
18-Mar-21,"32,862.30","32,928.16","33,227.78","32,831.25",421.02M,-0.46%
17-Mar-21,"33,015.37","32,825.52","33,047.58","32,782.18",391.81M,0.58%
16-Mar-21,"32,825.95","32,966.75","32,966.75","32,778.23",387.91M,-0.39%
15-Mar-21,"32,953.46","32,798.84","32,973.40","32,629.75",362.08M,0.53%
12-Mar-21,"32,778.64","32,462.40","32,793.32","32,462.40",348.29M,0.90%
11-Mar-21,"32,485.59","32,354.50","32,661.59","32,345.70",402.40M,0.58%
10-Mar-21,"32,297.02","31,906.96","32,389.50","31,906.96",410.23M,1.46%
09-Mar-21,"31,832.74","31,892.35","32,150.32","31,822.64",463.74M,0.10%
08-Mar-21,"31,802.44","31,512.15","32,148.04","31,512.15",499.58M,0.97%
05-Mar-21,"31,496.30","31,029.18","31,580.33","30,766.81",505.35M,1.85%
04-Mar-21,"30,924.14","31,289.01","31,461.97","30,547.53",551.23M,-1.11%
03-Mar-21,"31,270.09","31,352.96","31,563.31","31,260.14",411.61M,-0.39%
02-Mar-21,"31,391.52","31,535.37","31,623.27","31,377.16",341.28M,-0.46%
01-Mar-21,"31,535.51","31,065.90","31,668.34","31,065.90",387.58M,1.95%
26-Feb-21,"30,932.37","31,401.29","31,450.89","30,911.37",538.91M,-1.50%
25-Feb-21,"31,402.01","31,955.94","31,984.77","31,293.32",458.96M,-1.75%
24-Feb-21,"31,961.86","31,499.75","32,009.64","31,421.29",413.35M,1.35%
23-Feb-21,"31,537.35","31,501.89","31,653.38","31,158.76",461.92M,0.05%
22-Feb-21,"31,521.69","31,381.12","31,653.48","31,286.57",389.68M,0.09%
19-Feb-21,"31,494.32","31,504.13","31,647.53","31,469.34",353.07M,0.00%
18-Feb-21,"31,493.34","31,558.60","31,558.60","31,285.32",325.99M,-0.38%
17-Feb-21,"31,613.02","31,485.61","31,643.70","31,338.76",345.86M,0.29%
16-Feb-21,"31,522.75","31,472.08","31,608.63","31,443.48",336.99M,0.20%
12-Feb-21,"31,458.40","31,420.80","31,475.31","31,347.80",266.37M,0.09%
11-Feb-21,"31,430.70","31,466.49","31,543.82","31,244.36",284.68M,-0.02%
10-Feb-21,"31,437.80","31,428.02","31,511.44","31,221.32",328.39M,0.20%
09-Feb-21,"31,375.83","31,359.88","31,439.47","31,245.86",310.14M,-0.03%
08-Feb-21,"31,385.76","31,191.20","31,386.10","31,191.20",328.41M,0.76%
05-Feb-21,"31,148.24","31,093.81","31,252.18","31,083.22",295.00M,0.30%
04-Feb-21,"31,055.86","30,737.78","31,065.96","30,737.78",341.49M,1.08%
03-Feb-21,"30,723.60","30,689.65","30,793.41","30,521.31",307.31M,0.12%
02-Feb-21,"30,687.48","30,276.88","30,840.54","30,276.88",338.17M,1.57%
01-Feb-21,"30,211.91","30,054.73","30,335.91","30,014.97",350.24M,0.76%
29-Jan-21,"29,982.62","30,553.91","30,553.91","29,856.30",538.04M,-2.03%
28-Jan-21,"30,603.36","30,377.19","30,951.41","30,377.19",467.34M,0.99%
27-Jan-21,"30,303.17","30,893.78","30,893.78","30,206.91",566.47M,-2.05%
26-Jan-21,"30,937.04","30,968.55","31,121.42","30,921.71",381.87M,-0.07%
25-Jan-21,"30,960.00","30,989.85","30,989.85","30,564.06",477.35M,-0.12%
22-Jan-21,"30,996.98","31,141.56","31,141.56","30,908.47",436.04M,-0.57%
21-Jan-21,"31,176.01","31,198.01","31,272.22","31,120.92",423.15M,-0.04%
20-Jan-21,"31,188.38","31,017.54","31,235.98","30,997.79",384.98M,0.83%
19-Jan-21,"30,930.52","30,887.42","31,086.62","30,865.03",387.75M,0.38%
15-Jan-21,"30,814.26","30,926.77","30,941.98","30,612.67",440.02M,-0.57%
14-Jan-21,"30,991.52","31,085.67","31,223.78","30,982.24",429.70M,-0.22%
13-Jan-21,"31,060.47","31,084.88","31,153.37","30,992.05",415.14M,-0.03%
12-Jan-21,"31,068.69","31,015.01","31,114.56","30,888.76",362.87M,0.19%
11-Jan-21,"31,008.69","31,015.37","31,096.98","30,832.06",363.79M,-0.29%
08-Jan-21,"31,097.97","31,069.58","31,140.67","30,793.27",385.65M,0.18%
07-Jan-21,"31,041.13","30,901.18","31,193.40","30,897.86",430.62M,0.69%
06-Jan-21,"30,829.40","30,362.78","31,022.65","30,313.07",500.43M,1.44%
05-Jan-21,"30,391.60","30,204.25","30,504.89","30,141.78",350.91M,0.55%
04-Jan-21,"30,223.89","30,627.47","30,674.28","29,881.82",476.73M,-1.25%
31-Dec-20,"30,606.48","30,417.64","30,637.47","30,344.50",287.06M,0.65%
30-Dec-20,"30,409.56","30,415.09","30,525.35","30,393.04",296.14M,0.24%
29-Dec-20,"30,335.67","30,492.07","30,588.79","30,274.24",358.87M,-0.22%
28-Dec-20,"30,403.97","30,283.23","30,525.56","30,283.23",303.08M,0.68%
24-Dec-20,"30,199.87","30,155.92","30,209.67","30,099.30",146.44M,0.23%
23-Dec-20,"30,129.83","30,046.73","30,292.53","30,046.73",275.38M,0.38%
22-Dec-20,"30,015.51","30,200.20","30,200.20","29,992.89",392.52M,-0.67%
21-Dec-20,"30,216.45","30,159.00","30,304.14","29,755.53",445.69M,0.12%
18-Dec-20,"30,179.05","30,314.26","30,343.59","30,029.44",798.23M,-0.41%
17-Dec-20,"30,303.37","30,216.00","30,323.78","30,216.00",345.53M,0.49%
16-Dec-20,"30,154.54","30,191.38","30,236.03","30,080.11",349.54M,-0.15%
15-Dec-20,"30,199.31","29,919.09","30,243.26","29,894.95",419.48M,1.13%
14-Dec-20,"29,861.55","30,123.91","30,325.79","29,849.15",371.98M,-0.62%
